,date,em_tweets3_compound,em_tweets3_sentiment
1618,2020-02-02,4.073099999999998,1
1619,2020-02-03,4.784200000000001,1
1620,2020-02-04,1.7538,1
1621,2020-02-05,1.978,1
1622,2020-02-06,3.5445,1
1623,2020-02-07,4.2001,1
1624,2020-02-08,2.0702000000000003,1
1625,2020-02-09,0.8858,1
1626,2020-02-10,6.783199999999999,1
1627,2020-02-12,1.1746,1
1628,2020-02-13,-0.536,-1
1629,2020-02-14,1.6374,1
1630,2020-02-15,4.671,1
1631,2020-02-16,1.2992,1
1632,2020-02-17,1.0157,1
1633,2020-02-18,1.3365,1
1634,2020-02-19,1.602,1
1635,2020-02-20,2.108,1
1636,2020-02-21,0.9997,1
1637,2020-02-22,1.9441,1
1638,2020-02-25,1.4673000000000005,1
1639,2020-02-26,3.6043,1
1640,2020-02-27,0.2263,1
1641,2020-02-28,0.3812,1
1642,2020-03-02,1.7633,1
1643,2020-03-03,2.5406,1
1644,2020-03-04,1.4374,1
1645,2020-03-05,0.0,-1
1646,2020-03-06,-0.765,-1
1647,2020-03-07,0.14239999999999986,1
1648,2020-03-08,0.8641000000000001,1
1649,2020-03-09,0.299,1
1650,2020-03-10,3.5852999999999997,1
1651,2020-03-11,2.2873,1
1652,2020-03-12,0.1027,1
1653,2020-03-14,2.2731,1
1654,2020-03-15,0.1421,1
1655,2020-03-16,1.0983,1
1656,2020-03-17,2.2637,1
1657,2020-03-18,1.6469999999999998,1
1658,2020-03-19,1.3057,1
1659,2020-03-20,1.9797,1
1660,2020-03-21,2.8822,1
1661,2020-03-22,-1.5612,-1
1662,2020-03-23,3.4105,1
1663,2020-03-24,4.3899,1
1664,2020-03-25,1.5612999999999997,1
1665,2020-03-26,1.8328,1
1666,2020-03-27,3.0977,1
1667,2020-03-28,0.4226,1
1668,2020-03-30,1.6506,1
1669,2020-03-31,1.4449,1
1670,2020-04-01,2.2357,1
1671,2020-04-02,-0.13049999999999984,-1
1672,2020-04-03,3.7229,1
1673,2020-04-04,0.4421,1
1674,2020-04-05,4.299899999999999,1
1675,2020-04-06,2.4479000000000006,1
1676,2020-04-07,1.9727,1
1677,2020-04-08,2.1741,1
1678,2020-04-09,-0.5095999999999999,-1
1679,2020-04-10,0.4177,1
1680,2020-04-11,2.2592,1
1681,2020-04-12,2.0419,1
1682,2020-04-13,0.9724,1
1683,2020-04-14,1.4127,1
1684,2020-04-15,0.6369,1
1685,2020-04-16,7.3339,1
